,appid,positive_reviews,negative_reviews
1382,1055990,295,47
1383,1103730,182,54
1384,2008050,0,0
1385,1955830,0,0
1386,1733400,1,0
1387,1595110,0,0
1388,1835360,9,2
1389,1404800,1,0
1390,262210,181,42
1391,1690180,0,0
1392,1700270,0,0
1393,557410,234,25
1394,1804130,20,3
1395,442780,1663,628
1396,1416300,0,0
1397,1852070,0,0
1398,342610,341,19
1399,311480,587,135
1400,1579890,0,0
1401,1789340,0,0
1402,1660890,0,0
1403,1817030,0,0
1404,686360,51,15
1405,1477290,0,0
1406,1170230,0,0
1407,326720,145,22
1408,763340,22,5
1409,1521970,0,0
1410,1794680,106791,1171
1411,1146420,0,0
1412,531530,112,17
1413,1325520,8,3
1414,1717020,51,24
1415,1666600,0,1
1416,1573090,0,0
1417,1642420,0,0
1418,1625260,15,8
1419,268750,6312,1084
1420,1768430,0,0
1421,1040420,2018,201
1422,1763260,0,0
1423,328510,78,22
1424,364510,140,11
1425,596650,550,354
1426,1837690,0,0
1427,1591280,0,0
1428,1148290,12,0
1429,1531180,0,0
1430,1138630,4,2
1431,1469450,3,0
1432,1622080,3,3
1433,1173640,3,1
1434,1564980,17,0
1435,1935100,15,0
1436,1201830,215,72
1437,1565960,0,0
1438,1335440,13,4
1439,1378870,7,3
1440,1782120,0,0
1441,386100,16,7
1442,238570,22,1
1443,341510,39,13
1444,1807260,0,0
1445,1392790,13,2
1446,531050,117,53
1447,1934540,0,0
1448,1431950,39,13
1449,300380,8407,1844
1450,1273940,4,6
1451,268130,5951,326
1452,496290,30,20
1453,1916990,0,0
1454,458000,384,145
1455,1586740,1,1
1456,1213300,0,0
1457,751590,86,113
1458,812040,966,281
1459,1483100,32,2
1460,1370310,3,0
1461,1412420,0,0
1462,1491650,66,49
1463,1755650,11,0
1464,1355510,21,4
1465,698640,1653,530
1466,1537480,121,33
1467,242880,2961,841
1468,711810,3134,958
1469,871340,0,1
1470,446020,6203,1857
1471,1292410,10,1
1472,1870370,62,26
1473,1702880,11,0
1474,1972410,0,0
1475,844540,0,0
1476,1272120,63,5
1477,1502040,395,221
1478,541200,1913,235
1479,527990,162,66
1480,1481910,0,0
1481,1778470,8,10
1482,953870,132,51
1483,1163560,49,22
1484,742530,32,12
1485,1881460,1,0
1486,328760,1380,119
1487,951430,770,228
1488,1492250,35,4
1489,1411900,0,0
1490,1362440,47,15
1491,1489600,53,4
1492,1920710,0,0
1493,843720,112,62
1494,1305250,2,0
1495,580100,1133,555
1496,1209430,54,8
1497,333390,50,13
1498,1978920,5,0
1499,1699250,0,0
1500,1208660,8,0
1501,704840,155,13
1502,1971180,9,4
1503,1285670,6497,146
1504,1955390,25,0
1505,1983450,1,0
1506,1671350,440,41
1507,1727520,89,1
1508,1505690,2,0
1509,1804070,3,0
1510,1653860,2,0
1511,1918810,0,0
1512,1454000,0,0
1513,1584440,11,1
1514,997950,16,2
1515,517210,35,4
1516,1963570,0,0
1517,813480,43,2
1518,1791510,2,0
1519,1796950,15,4
1520,1861100,2,1
1521,1269710,238,51
1522,872040,21,5
1523,1593280,52,7
1524,984450,35,0
1525,383840,1474,338
1526,576770,2342,226
1527,1804950,0,0
1528,1242800,3,4
1529,1117480,15,3
1530,1631300,0,0
1531,1403550,1,0
1533,948350,56,38
1534,1446890,0,0
1535,1677240,0,0
1536,1689640,0,0
1537,574090,1083,302
1538,1580330,2,1
1539,1017160,40,8
1540,1385830,1,0
1541,1668410,0,0
1542,429620,723,416
1543,655740,248,31
1544,367080,190,53
1545,916040,76,9
1546,1382370,14,3
1547,871420,567,161
1548,1645870,1,0
1549,1909420,368,15
1550,1189230,166,45
1551,1421960,81,15
1552,1239130,6,0
1553,961030,0,0
1554,471640,7,2
1555,672920,11,0
1556,1912850,0,0
1557,453960,143,66
1558,342130,20,14
1559,1450240,6,1
1560,1594210,0,0
1561,1849320,0,0
1562,751670,10,1
1563,1307400,15,4
1564,333760,70,18
1565,1228320,0,0
1566,1188430,37,19
1567,701470,138,16
1568,1637320,0,0
1569,250900,197960,4649
1570,1487840,17,2
1571,1420950,23,5
1572,998340,53,46
1573,1822080,0,0
1574,1218500,620,88
1575,1766840,0,0
1576,1688210,0,0
1577,969340,5,0
1578,1836050,0,0
1579,2002140,0,0
1580,1154680,35,11
1581,1434540,0,0
1582,702190,27,20
1583,437550,68,12
1584,1078490,240,99
1585,1934080,0,0
1586,1350050,0,0
1587,1388940,0,0
1588,1247470,0,0
1589,1569360,0,0
1590,1609170,6,0
1591,1775510,0,0
1592,1428980,8,0
1593,1475250,2,0
1594,1285070,6,0
1595,1781590,3,0
1596,1347970,347,7
1597,905690,240,135
1598,1918730,0,0
1599,1684220,15,3
1600,1814270,13,0
1601,276890,243,70
1602,1541650,0,0
1603,1479340,29,17
1604,833180,9,7
1605,1184810,454,40
1606,1656880,17,6
1607,1177340,0,0
1608,1968702,1,0
1609,1945770,0,0
1610,1420510,31,8
1611,1724180,1,0
1612,1872250,0,0
1613,318600,5025,1598
1614,1842410,9,3
1615,1365920,0,3
1616,1845530,0,0
1617,1120980,95,11
1618,1458000,56,7
1619,1780680,0,0
1620,1890910,0,0
1621,1897860,0,0
1622,1719100,195,25
1623,344740,798,145
1624,1707490,0,0
1625,1769510,39,0
1626,1855090,0,0
1627,676030,42,3
1628,409910,126,32
1629,1927570,0,0
1630,791000,8,0
1631,1226510,536,287
1632,1934990,0,0
1633,662340,0,0
1634,436560,443,375
1635,1646240,1,1
1636,1756810,0,3
1637,2054280,0,0
1638,1766010,0,0
1639,1465060,1,0
1640,1653520,0,0
1641,1835350,10,5
1642,1849930,10,4
1643,1659180,21,7
1644,1920410,6,0
1645,1409170,0,0
1646,1399910,3,0
1647,1786380,0,0
1648,1326760,3,2
1649,1709040,11,10
1650,1635440,0,0
1651,416220,1,10
1652,1598180,9,0
1653,1857170,0,0
1654,1228970,19,0
1655,1041130,14,3
1656,1643180,19,2
1657,1496260,0,0
1658,1368560,1,0
1659,867110,12,1
1660,492410,44,6
1661,616330,27,8
1662,1927380,22,2
1663,1963840,0,0
1664,835730,9,0
1665,602070,65,5
1666,1163160,0,0
1667,1772050,0,0
1668,1362850,0,0
1669,1175360,423,42
1670,1390700,302,26
1671,1324470,16,4
1672,1257640,71,6
1673,1928890,0,0
1674,1673940,28,4
1675,1274560,1,0
1676,409460,18,11
1677,1314600,1,1
1678,1829700,0,0
1679,1886080,0,0
1680,1906150,12,2
1681,608110,254,8
1682,1640150,0,0
1683,327880,438,58
1684,1915800,11,1
1685,1332090,37,7
1686,708970,29,6
1687,973070,0,0
1688,1033600,0,0
1689,1262960,23,1
1690,640970,94,30
1691,1975580,0,0
1692,1177610,41,17
1693,1646050,3,1
1694,1361020,12,0
1695,1687570,2,0
1696,1847390,56,4
1697,1273000,0,0
1698,750500,18,7
1699,1349910,0,0
1700,1659410,22,0
1701,1913940,6,1
1702,1908500,11,2
1703,1905110,0,4
1704,1060320,88,281
1705,1709900,335,18
1706,1992790,0,0
1707,1422190,46,3
1708,305780,137,42
1709,1373260,90,17
1710,1296360,1213,130
1711,1056840,333,87
1712,1170300,11,2
1713,1348510,24,11
1714,1828180,0,0
1715,759160,21,23
1716,2013220,16,2
1717,1652290,0,0
1718,1848860,0,0
1719,1417720,104,12
1720,528230,10049,572
1721,1882160,31,5
1722,1425370,17,1
1723,1618330,13,1
1724,1927620,0,0
1725,1916560,0,0
1726,1813370,4,2
1727,1141860,5,0
1728,794780,17,5
1729,1462030,0,0
1730,1263120,4,1
1731,1935152,0,0
1732,1395850,210,26
1733,461940,50,71
1734,1403250,0,0
1735,1249670,0,0
1736,1916110,0,0
1737,1397680,0,0
1738,985510,28,3
1739,1479880,9,1
1740,1964540,0,0
1741,1958340,0,0
1742,1098430,0,3
1743,1301210,5962,928
1744,1243890,164,50
1745,1357680,0,0
1746,1406490,2,0
1747,1207880,85,23
1748,1697200,0,0
1749,798240,23,4
1750,296930,158,44
1751,1161410,22,2
1752,1743120,10,2
1753,373470,40,13
1754,1044410,23,6
1755,1170840,6,0
1756,1278760,20,2
1757,1513090,5,2
1758,1852660,28,17
1759,1653050,0,0
1760,335830,190,98
1761,446120,294,98
1762,1487560,16,2
1763,1865780,1535,30
1764,1725950,61,15
1765,1326220,1,1
1766,1801940,0,0
1767,257120,442,110
1768,1773740,0,0
1769,930470,1,0
1770,656700,273,123
1771,1776930,0,0
1772,1827900,0,0
1773,1361840,28,14
1774,1163600,164,66
1775,1555710,1667,93
1776,1829840,0,0
1777,1400060,0,0
1778,1837380,0,0
1779,1763650,0,0
1780,929150,1,1
1781,1343460,0,0
1782,1477250,3,0
1783,1053710,66,7
1784,1784750,16,8
1785,1976690,0,0
1786,1925020,1,0
1787,1670050,0,0
1788,490950,123,13
1789,1901730,3,0
1790,1842510,0,0
1791,2010400,15,0
1792,582330,706,162
1793,1855930,15,4
1794,787810,1481,372
1795,1327720,5,0
1796,1448970,16,0
1797,1024690,3,3
1798,1927950,3,1
1799,1499030,5,1
1800,1920320,16,2
1801,1967850,0,0
1802,1055950,12,0
1803,1414910,0,0
1804,1327370,7,2
1805,1287160,0,0
1806,1689750,28,3
1807,1823190,0,0
1808,1402130,1,0
1809,1359430,0,0
1810,602480,58,7
1811,1764400,0,0
1812,1556061,2,0
1813,1622980,0,0
1814,489380,447,49
1815,360740,6791,221
1816,1288910,0,0
1817,2008350,4,0
1818,1555160,9,9
1819,1287690,0,0
1820,966660,12,1
1821,325090,538,146
1822,1499770,0,0
1823,262060,102396,9935
1824,454380,124,1
1825,1943740,12,0
1826,1766350,6,0
1827,212680,61872,2656
1828,1583690,6,0
1829,1156900,71,7
1830,1554050,11,0
1831,1571220,92,2
1832,547000,3,1
1833,1731040,1,3
1834,1574870,0,0
1835,1542010,2,0
1836,1069120,6,0
1837,1350210,2,2
1838,1766760,0,0
1839,600690,3,2
1840,351700,986,49
1841,1703120,7,0
1842,1475300,0,0
1843,2000110,0,0
1844,1932780,43,18
1845,1029210,936,63
1846,1393420,304,29
1847,339230,1441,824
1848,1520270,331,63
1849,1417670,14,3
1850,1058510,9,1
1851,1323470,534,153
1852,1682200,14,2
1853,1366320,20,3
1854,1949620,0,0
1855,783260,14,3
1856,331440,1733,368
1857,564280,14,4
1858,386160,60,26
1859,1822070,0,0
1860,1582610,0,0
1861,1543630,2,0
1862,879620,10,10
1863,931000,334,74
1864,486380,193,4
1865,1881840,2,0
1866,511540,78,26
1867,1839350,13,0
1868,757320,2550,207
1869,349550,53,32
1870,1874500,2,0
1871,1211980,0,0
1872,1689090,16,3
1873,572300,52,25
1874,294370,454,155
1875,1223260,7,0
1876,1559570,45,4
1877,1220560,0,0
1878,1074040,30,7
1879,1493940,0,0
1880,1969040,0,0
1881,1826960,675,216
1882,1896810,0,0
1883,1685930,0,0
1884,1629680,1,0
1885,399720,74,10
1886,1673180,3,3
1887,1788790,5,0
1888,1726120,0,0
1889,1961480,14,6
1890,1525420,92,20
1891,1464380,121,14
1892,636320,137,47
1893,384500,550,93
1894,1908690,0,0
1895,1721110,0,0
1896,1644670,3,0
1897,1848710,0,0
1898,1752820,0,0
1899,1685300,97,38
1900,880830,12,2
1901,1520420,0,0
1902,1827560,0,0
1903,2023380,0,0
1904,513250,41,2
1905,1892750,0,0
1906,1930730,255,100
1907,1998680,0,0
1908,1059880,295,58
1909,1662220,34,8
1910,1199180,22,6
1911,1367300,1039,233
1912,1180110,14,0
1913,1125830,0,0
1914,2003560,0,0
1915,715680,0,0
1916,1427810,0,0
1917,1334580,47,10
1918,1659740,0,0
1919,2058360,0,0
1920,1937110,0,0
1921,2012740,0,0
1922,1234240,54,19
1923,1403030,0,0
1924,686770,151,7
1925,1995230,1,0
1926,1121640,0,0
1927,1894940,0,2
1928,1139870,74,113
1929,1449780,0,0
1930,1821530,2,0
1931,1949790,0,0
1932,1942440,272,176
1933,1662800,0,0
1934,1796220,0,0
1935,684840,13,0
1936,690560,128,18
1937,1695610,0,0
1938,1266060,0,0
1939,1763990,12,1
1940,1268110,2300,302
1941,1393570,154,8
1942,1769270,0,0
1943,2025670,0,0
1944,1227330,0,0
1945,1252330,16444,4771
1946,1928380,0,0
1947,250500,1794,90
1948,1887990,11,2
1949,1780340,3,0
1950,452060,3037,429
1951,1256970,0,0
1952,363510,41,43
1953,1527120,0,0
1954,1167530,5,2
1955,1924010,0,0
1956,555630,133,44
1957,1943020,0,0
1958,1301700,0,0
1959,1492300,0,0
1960,1100300,26,4
1961,1791750,0,0
1962,269210,24645,7997
1963,396260,40,3
1964,1494260,178,68
1965,1608780,4,0
1966,1753130,0,0
1967,821490,6,0
1968,1536690,4,0
1969,1683050,5,0
1970,401920,6885,458
1971,1673690,0,0
1972,293780,5720,303
1973,524640,573,91
1974,1993150,0,0
1975,1675070,5,13
1976,1204330,12,2
1977,1631410,2,6
1978,881100,42519,2009
1979,1360650,0,0
1980,1077890,54,14
1981,1456630,23,1
1982,1575810,0,0
1983,606150,11134,2219
1984,1744880,0,0
1985,1647770,0,0
1986,1095290,0,0
1987,1527470,0,0
1988,1092790,69376,2046
1989,1399250,1,4
1990,1650430,0,1
1991,1976100,0,0
1992,1200090,4,1
1993,1363210,22,2
1994,1691790,0,2
1995,593560,15,13
1996,1127110,534,70
1997,1835240,0,0
1998,1845520,6,1
1999,1446350,0,0
2000,949910,10,8
2001,1735160,4,3
2002,1195020,328,103
2003,1597080,0,0
2004,1697110,4,0
2005,1447060,25,1
2006,1434950,3704,484
2007,928410,7,7
2008,1519490,27,1
2009,1290780,17,5
2010,1865470,1,0
2011,1889640,356,53
2012,1668690,1353,122
2013,1371220,6,3
2014,1887440,0,0
2015,449960,8785,942
2016,1177580,0,0
2017,1973800,2,1
2018,484950,883,285
2019,1021690,147,34
2020,615010,161,23
2021,509570,395,47
2022,1140150,0,0
2023,420790,932,259
2024,1109170,4,0
2025,959090,4,1
2026,1623000,36,3
2027,1394130,89,6
2028,1917990,0,0
2029,1553170,4,2
2030,338840,39,45
2031,1800250,0,0
2032,1503700,0,0
2033,1930350,0,0
2034,1864820,0,0
2035,508190,1995,631
2036,1170400,16,6
2037,346340,24,7
2038,1365800,3,1
2039,365900,340,39
2040,1598910,0,0
2041,1264010,9,0
2042,1512080,38,0
2043,487000,1483,327
2044,530520,20,28
2045,1389740,2,0
2046,222980,2062,316
2047,844850,1131,344
2048,820020,149,73
2049,1072063,8,0
2050,1937180,0,0
2051,676830,44,7
2052,1506080,32,0
2053,806770,51,17
2054,1717310,0,0
2055,1683100,123,14
2056,1787240,0,0
2057,1403480,0,0
2058,2062270,0,0
2059,340600,33,5
2060,1757130,0,0
2061,463980,304,77
2062,1406080,2,3
2063,1570830,0,0
2064,1001990,1,4
2065,1653100,52,4
2066,728050,8,15
2067,531180,137,26
2068,1294740,0,0
2069,1607000,0,1
2070,1262000,140,14
2071,1054800,828,125
2072,1622230,0,0
2073,1670900,0,0
2074,1793330,0,0
2075,1851690,0,0
2076,2001670,0,0
2077,221020,709,1993
2078,832380,22,7
2079,551620,165,13
2080,1788540,0,0
2081,1049220,64,41
2082,950490,7,1
2083,1594790,1,3
2084,1386650,63,52
2085,1108370,4073,500
2086,1185930,0,0
2087,1399270,3,3
2088,1931090,23,23
2089,1709260,10,11
2090,374160,2,0
2091,98820,15,1
2092,1141360,33,5
2093,1944630,0,0
2094,1188970,217,83
2095,1392390,22,11
2096,1968950,0,0
2097,779590,280,33
2098,1696150,0,0
2099,1645140,31,3
2100,359280,56,26
2101,1702960,0,0
2102,1910780,223,73
2103,1961060,0,0
2104,1258840,6,1
2105,34289,9,1
2106,1309000,834,45
2107,864540,274,40
2108,1214130,2,0
2109,1763160,4,1
2110,1552080,86,35
2111,1486200,0,0
2112,404540,1631,228
2113,1153460,54,4
2114,1666110,0,0
2115,1979200,0,0
2116,1788876,1,0
2117,1740270,5,2
2118,1734380,0,0
2119,1676840,0,0
2120,1079000,177,11
2121,1639390,5,0
2122,1790503,0,0
2123,1252680,0,0
2124,1872060,0,0
2125,646570,110390,2364
2126,1351900,32,3
2127,1000470,55,13
2128,688130,3668,680
2129,1004090,0,0
2130,1394160,15,6
2131,690040,7708,1313
2132,1184820,319,25
2133,1726290,1,3
2134,1244800,497,60
2135,1183270,0,0
2136,311720,444,101
2137,337040,100,51
2138,884260,1928,79
2139,591000,80,14
2140,1811330,0,0
2141,651940,0,0
2142,731830,0,0
2143,1570760,362,33
2144,337320,17856,885
2145,1973320,0,0
2146,685400,236,13
2147,405960,22,21
2148,1952310,0,0
2149,603960,1465,27
2150,953400,0,0
2151,1109880,8,1
2152,1371000,1,0
2153,828680,39,0
2154,1528100,0,0
2155,602120,51,2
2156,1188930,3333,385
2157,1451570,3,0
2158,986630,0,0
2159,1293740,0,0
2160,1433560,213,149
2161,1780260,6,1
2162,1175510,2,2
2163,807900,0,0
2164,1637160,0,0
2165,1189700,14,6
2166,705620,36,11
2167,1338650,39,26
2168,1719150,0,0
2169,1256060,284,24
2170,319250,508,51
2171,600310,24,9
2172,1483970,9,3
2173,1730060,0,0
2174,409490,39,26
2175,1216510,2,1
2176,573110,79,73
2177,1858760,0,0
2178,940710,600,83
2179,1783200,257,6
2180,304650,6965,1388
2181,1885750,0,0
2182,732160,196,93
2183,1683540,0,0
2184,1285810,155,19
2185,1095760,0,0
2186,983890,3,16
2187,1437010,248,9
2188,745280,0,2
2189,764710,0,0
2190,1622410,0,0
2191,1344210,5,1
2192,2051750,0,0
2193,1962550,0,0
2194,339830,68,43
2195,358130,3330,328
2196,1482940,10,0
2197,1669180,0,0
2198,1257370,0,0
2199,1354990,21,1
2200,1804870,6,1
2201,1558790,0,0
2202,1721930,2,1
2203,1355620,16,2
2204,552500,73045,14488
2205,1230580,1,0
2206,1626180,0,0
2207,1869510,10,1
2208,1722820,0,0
2209,1811050,17,5
2210,1239950,0,0
2211,721700,72,25
2212,1439340,1,2
2213,847800,5,0
2214,881060,4,2
2215,903180,11,1
2216,1274980,32,2
2217,1797580,6,1
2218,610960,682,127
2219,1385100,445,63
2220,990410,3,2
2221,1952540,0,0
2222,1964750,0,1
2223,763320,7,1
2224,873940,2858,437
2225,1419720,0,0
2226,1296830,14911,1668
2227,399640,460,28
2228,1710490,6,0
2229,1641670,348,114
2230,1452000,7,1
2231,1661920,39,7
2232,1684600,3,2
2233,1846210,0,0
2234,1994000,0,0
2235,1016730,697,223
2236,1367980,12,0
2237,1750900,3,0
2238,1602370,0,0
2239,1778890,0,1
2240,1932210,0,0
2241,389160,96,66
2242,1463180,1,1
2243,388620,345,75
2244,1570610,3,0
2245,1554850,2,1
2246,1280210,9,0
2247,1148650,4378,993
2248,1473380,0,0
2249,1688320,0,0
2250,1576950,4,7
2251,357330,1210,101
2252,1622010,0,0
2253,554000,342,13
2254,455100,36,6
2255,1543400,0,13
2256,1253760,3,0
2257,834340,17,4
2258,1680580,0,0
2259,1767170,0,0
2260,1966910,11,2
2261,1402320,1206,766
2262,430170,73,37
2263,872720,28,13
2264,2003270,0,0
2265,949200,176,13
2266,1942280,0,0
2267,1124970,0,0
2268,1313600,0,0
2269,1219420,11,1
2270,1294630,1,1
2271,1938740,4,4
2272,1571540,6,0
2273,1039350,29,12
2274,1452070,0,0
2275,1115610,13,1
2276,619280,449,92
2277,1914580,518,196
2278,1348690,89,14
2279,1982050,1,1
2280,368360,9037,1726
2281,831950,5,6
2282,1119600,546,126
2283,293240,411,47
2284,1916280,0,0
2285,1734130,0,0
2286,1753420,0,0
2287,1267810,118,8
2288,1303050,6,0
2289,1329400,1,1
2290,371010,127,62
2291,1693140,2,1
2292,1937750,0,0
2293,1697730,5,0
2294,1902870,0,0
2295,1921900,301,9
2296,1977090,0,0
2297,877080,230,94
2298,273500,1199,183
2299,1702990,220,17
2300,1161790,0,0
2301,1355600,1,1
2302,1172350,0,0
2303,1430570,0,0
2304,542350,267,80
2305,296710,2484,232
2306,1535660,0,0
2307,1268810,142,45
2308,913590,43,9
2309,1867210,0,0
2310,1967530,0,0
2311,749560,39,8
2312,918430,77,29
2313,1043260,1172,206
2314,1788875,0,0
2315,1201540,0,0
2316,1589330,0,0
2317,968290,36,3
2318,1347110,0,0
2319,1550100,6,1
2320,1936990,0,0
2321,856570,32,0
2322,382140,2937,875
2323,234390,2343,411
2324,1453200,6,2
2325,1981370,4,1
2327,1317070,3,0
2328,1037750,80,22
2329,1534510,6,12
2330,1814850,6,2
2331,1520760,0,0
2332,2019010,0,0
2333,1500750,23,15
2334,1975790,0,0
2335,1818960,15,5
2336,1410140,6,1
2337,857110,1,1
2338,1389360,256,42
2339,1361630,0,0
2340,1992820,0,0
2341,1600700,4,0
2342,1241440,6,2
2343,1364590,2,1
2344,1098910,0,0
2345,1805520,0,0
2346,1672680,7,4
2347,727130,1343,328
2348,632360,195816,7191
2349,1251670,0,0
2350,1641240,0,0
2351,1928030,0,0
2352,1970030,0,0
2353,984980,0,0
2354,1929540,0,0
2355,688420,6073,519
2356,1597710,22,28
2357,1763060,3,0
2358,840430,39,6
2359,246840,2467,142
2360,1777950,3,1
2361,1147880,0,0
2362,278890,2072,288
2363,667170,1,10
2364,1790500,0,0
2365,794760,67,6
2366,1569370,0,0
2367,1948290,27,7
2368,1056050,17,14
2369,315840,504,53
2370,1497600,14,2
2371,926860,200,18
2372,1022710,132,65
2373,277870,351,118
2374,233150,3782,361
2375,1814220,0,0
2376,653940,85,29
2377,1895820,0,0
2378,1633540,8,1
2379,1009310,0,0
2380,973450,130,50
2381,1046300,425,75
2382,1576880,27,7
2383,1846390,1,0
2384,698870,605,143
2385,971150,10,0
2386,1461960,24,2
2387,328080,6087,758
2388,1780330,75,33
2389,1759780,0,0
2390,998740,2986,279
2391,1074610,130,50
2392,1641220,6,2
2393,1951660,0,0
2394,1297180,1,0
2395,448090,16,10
2396,1491460,0,0
2397,1599530,22,9
2398,1913420,0,0
2399,1926820,0,0
2400,1046440,563,22
2401,751820,435,141
2402,1275890,1530,69
2403,688460,3,0
2404,1061130,0,0
2405,1230840,2,0
2406,1039910,4,0
2407,1736530,0,0
2408,404250,49,2
2409,485680,27,1
2410,2012890,0,0
2411,1282730,26686,1782
2412,1490930,0,0
2413,1654310,2,1
2414,1624470,5,0
2415,1846240,6,3
2416,1527380,10,2
2417,1716940,91,28
2418,516030,19,5
2419,238280,1161,417
2420,1044040,52,27
2421,2050590,0,0
2422,1720520,0,0
2423,1941180,8,6
2424,858210,7557,247
2425,1861290,151,3
2426,1948240,1,3
2427,1077440,60,46
2428,1190760,13,5
2429,1579550,0,0
2430,1919920,9,0
2431,1464220,0,0
2432,1917230,0,0
2433,1843470,0,0
2434,1912700,8,12
2436,1129310,1902,177
2437,1874230,0,0
2438,1701810,0,0
2439,1835490,12,0
2440,876220,80,31
2441,1334560,0,0
2442,1388840,0,0
2443,1483460,0,0
2444,1840790,0,0
2445,2055600,0,0
2446,1145950,14,2
2447,1037410,188,71
2448,678870,21,0
2449,1902350,8,0
2450,1102190,15200,560
2451,682020,10,3
2452,1900630,0,0
2453,1461910,0,0
2454,1067760,12,13
2455,1705420,0,0
2456,1149220,4,2
2457,1840520,4,0
2458,1480410,12,4
2459,788200,3,2
2460,690730,2,1
2461,1635710,0,0
2462,1975500,0,0
2463,1792070,0,1
2464,1005120,222,54
2465,1457140,15,12
2466,1602920,0,0
2467,665560,3,3
2468,46410,429,198
2469,1371710,14,0
2470,493080,243,32
2471,1631360,0,0
2472,856210,129,42
2473,2012270,0,0
2474,1227910,24,6
2475,1734990,1,0
2476,1533120,8,2
2477,1789310,0,0
2478,1095040,109,31
2479,315260,324,436
2480,1558290,16,2
2481,869370,5,0
2482,1552500,0,0
2483,1880160,0,0
2484,536640,37,42
2485,664510,12,6
2486,1653070,0,0
2487,1094400,14,0
2488,995240,25,19
2489,1577560,0,0
2490,1930600,0,0
2491,1629230,0,0
2492,242680,15204,582
2493,378720,3071,338
2494,780290,8926,1302
2495,807120,5197,821
2496,1037130,754,83
2497,753420,6825,573
2498,1109510,2,1
2499,1510600,3,5
2500,1734960,2,2
2501,1385350,7,0
2502,1302310,0,0
2503,905490,220,77
2504,2010420,74,0
2505,1769540,0,0
2506,1247010,14,3
2507,264140,4436,2508
2508,1868000,0,0
2509,1144130,0,0
2510,1094050,21,7
2511,1383930,2,2
2512,1949880,0,0
2513,596970,2348,411
2514,2015270,0,0
2515,259680,5120,239
2516,400180,638,181
2517,338320,371,111
2518,1295600,0,0
2519,1970220,0,0
2520,1623650,15,0
2521,1524150,5,0
2522,1416200,0,0
2523,1401080,4,0
2524,1602600,1,1
2525,957350,8,2
2526,1680020,15,0
2527,1918790,12,1
2528,1471410,721,157
2529,1402420,35,18
2530,494320,96,65
2531,1159560,944,68
2532,1135810,1204,55
2533,323220,3425,386
2534,1202080,15,2
2535,612370,285,16
2536,1932810,0,0
2537,1449540,116,115
2538,1907900,160,40
2539,280890,41,61
2540,1183560,0,0
2541,2056090,0,0
2542,1837510,15,2
2543,429260,22,2
2544,1237240,1,0
2545,1884610,0,0
2546,329770,59,42
2547,1045730,0,0
2548,1970700,10,0
2549,1561740,0,0
2550,1876430,0,0
2551,1530990,0,0
2552,1781730,0,0
2553,1284740,0,2
2554,1936150,0,0
2555,1603930,2,4
2556,1533870,5,0
2557,836760,77,23
2558,1766200,12,6
2559,1736550,95,15
2560,1529180,0,0
2561,2024230,90,7
2562,1098610,0,0
2563,887420,36,3
2564,1903690,2,0
2565,1507850,16,2
2566,1145360,187945,2599
2567,1059890,59,13
2568,1693570,0,0
2569,1405260,43,14
2570,1563370,0,0
2571,1491510,70,7
2572,646830,10,1
2573,1781960,0,0
2574,301840,549,143
2575,1013600,12,0
2576,1331040,10,3
2577,1879270,0,0
2578,1944140,0,0
2579,970140,26,4
2580,1933070,0,0
2581,2020920,0,0
2582,1966290,0,0
2583,517330,152,26
2584,1919220,1,0
2585,1274640,11,4
2586,1521770,1,9
2587,1650860,0,0
2588,1181000,135,8
2589,1139660,2,0
2590,212800,5846,735
2591,1409830,0,0
2592,1667280,0,1
2593,1742600,0,0
2594,1706590,0,0
2595,1836940,13,1
2596,1603460,2,0
2597,1945230,0,0
2598,650940,294,38
2599,243970,4698,416
2600,1087050,6,0
2601,1888200,0,0
2602,415030,473,136
2603,1247400,5,0
2604,1433550,42,1
2605,343100,923,276
2606,1250960,2,3
2607,1640810,24,9
2608,1675020,20,7
2609,1707620,0,0
2610,1383160,15,2
2611,1758010,2,1
2612,357700,19,3
2613,507120,40,11
2614,2055500,0,0
2615,539400,326,41
2616,1673710,0,0
2617,1830100,1,0
2618,1141160,5,0
2619,440020,84,112
2620,1983050,0,0
2621,793680,116,18
2622,1787550,0,0
2623,952700,22,2
2624,1282580,1,0
2625,1561570,0,0
2626,805540,0,0
2627,1455590,236,33
2628,1224360,0,0
2629,1294150,0,0
2630,1891541,0,0
2631,369560,102,19
2632,1456760,0,0
2633,1918130,37,3
2634,809540,320,56
2635,321830,152,68
2636,331181,60,10
2637,1969420,1,0
2638,1824580,0,0
2639,1605040,0,0
2640,506980,2,1
2641,883850,0,0
2642,1453140,58,39
2643,1719880,13,2
2644,1262120,11,2
2645,1594760,0,0
2646,1848350,0,0
2647,1300330,22,1
2648,1692480,0,0
2649,312290,78,23
2650,1417750,0,0
2651,1779280,0,0
2652,1368060,5,8
2653,1198550,3,0
2654,1811990,0,0
2655,1682750,0,0
2656,1359120,326,53
2657,2010560,0,0
2658,1285060,0,0
2659,1935153,0,0
2660,1927550,1,1
2661,926390,262,35
2662,1960050,0,0
2663,396480,717,187
2664,1276730,53,10
2665,1056490,487,15
2666,104100,58,30
2667,1911640,2,0
2668,1628370,1,0
2669,1881540,2,2
2670,239070,5592,633
2671,1866130,0,0
2672,1517810,25,3
2673,1683390,0,0
2674,1667770,127,13
